rownum,index,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
3000,194610,JF130052,11/30/2021 10:00:00 PM,013XX W BELMONT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,1933,32,26,,,,,
3001,194636,JF129912,11/16/2021 12:00:00 PM,028XX W BALMORAL AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,N,N,2011,40,11,,,,,
3002,194643,JF129736,12/23/2021 04:15:00 PM,102XX S WESTERN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,N,N,2211,19,11,,,,,
3003,194649,JF129567,12/28/2021 08:00:00 PM,056XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,715,16,06,,,,,
3004,194718,JF130150,06/01/2021 12:00:00 AM,086XX S EXCHANGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,423,10,11,,,,,
3005,194731,JF129648,05/01/2021 11:30:00 AM,053XX N LIEB AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1623,45,11,,,,,
3006,194749,JF115617,12/30/2021 11:00:00 PM,007XX S KOSTNER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1131,24,06,,,,,
3007,194752,JF116129,07/05/2021 12:01:00 AM,078XX S PHILLIPS AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,421,7,02,,,,,
3008,194762,JF129537,08/21/2021 09:00:00 AM,035XX W HURON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1121,27,11,,,,,
3009,194765,JF116027,11/10/2021 09:00:00 PM,023XX N SHEFFIELD AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,1811,43,02,,,,,
3010,194841,JF117114,12/27/2021 01:33:00 PM,017XX W 21st St,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1234,25,06,,,,,
3011,194866,JF105113,12/19/2021 10:30:00 PM,015XX W WALTON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,1213,1,02,,,,,
3012,194885,JF128911,08/09/2021 03:00:00 PM,062XX S DR MARTIN LUTHER KING JR DR,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,Y,N,313,20,26,,,,,
3013,194889,JF129735,05/30/2021 02:00:00 AM,016XX N HARLEM AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,VEHICLE NON-COMMERCIAL,N,Y,2513,29,04A,,,,,
3014,194908,JE287074,07/02/2021 10:56:00 AM,002XX N KILPATRICK AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE - PORCH / HALLWAY,Y,N,1113,28,18,,,,,
3015,194927,JF129529,09/01/2021 08:00:00 AM,089XX S HARPER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,413,8,06,,,,,
3016,194964,JE191209,04/06/2021 01:27:00 PM,047XX W GLADYS AVE,2016,NARCOTICS,MANUFACTURE / DELIVER - PCP,VEHICLE NON-COMMERCIAL,Y,N,1131,28,18,,,,,
3017,194989,JF116572,12/04/2021 12:00:00 AM,068XX S EMERALD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,723,6,11,,,,,
3018,194990,JF117112,11/20/2021 03:38:00 PM,017XX W 21ST ST,0810,THEFT,OVER $500,APARTMENT,N,N,1234,25,06,,,,,
3019,194997,JE287394,07/02/2021 02:01:00 PM,038XX W FLOURNOY ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1133,24,18,,,,,
3020,195018,JF116413,12/23/2021 07:00:00 PM,010XX W 93RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2222,21,11,,,,,
3021,195024,JF149071,11/07/2021 12:30:00 AM,005XX N MICHIGAN AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL / MOTEL,N,N,1834,42,02,,,,,
3022,195045,JF130948,12/31/2021 01:00:00 PM,070XX S CHAPPEL AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,331,5,06,,,,,
3023,195062,JF148866,12/05/2021 12:00:00 AM,045XX N CLARENDON AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,N,Y,1914,46,17,,,,,
3024,195073,JE190289,04/05/2021 03:12:00 PM,036XX W FLOURNOY ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1133,24,18,,,,,
3025,195078,JF117117,11/30/2021 03:21:00 PM,017XX W 21ST ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1234,25,06,,,,,
3026,195116,JE429997,11/01/2021 11:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,,,
3027,195117,JF149043,04/19/2021 04:00:00 AM,040XX W WASHINGTON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,1114,28,08A,,,,,
3028,195143,JE289618,07/04/2021 10:45:00 AM,006XX N LAWNDALE AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1122,27,18,,,,,
3029,195154,JE385353,09/24/2021 08:45:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,,,
3030,195155,JE192232,04/07/2021 11:21:00 AM,041XX W WILCOX ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1115,28,18,,,,,
3031,195163,JF117465,11/03/2021 06:30:00 PM,013XX S CLINTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,124,11,07,,,,,
3032,195194,JE391378,09/29/2021 09:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,,,
3033,195195,JF148496,02/12/2022 05:17:00 PM,017XX N MARCEY ST,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,N,N,1811,2,06,,,,,
3034,195244,JE190274,04/05/2021 02:43:00 PM,031XX W ARTHINGTON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1134,24,18,,,,,
3035,195254,JF143878,02/12/2022 11:00:00 AM,055XX N ELSTON AVE,0810,THEFT,OVER $500,FACTORY / MANUFACTURING BUILDING,N,N,1621,39,06,,,,,
3036,195255,JE250043,06/01/2021 01:55:00 PM,039XX W OGDEN AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,1013,22,18,,,,,
3037,195288,JE287091,07/02/2021 10:47:00 AM,035XX W IOWA ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1121,27,18,,,,,
3038,195320,JE442529,11/12/2021 10:30:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,,,
3039,195373,JF169296,03/04/2022 08:43:00 AM,0000X W Kinzie St,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1831,42,06,,,,,
3040,195385,JF169638,12/03/2021 12:00:00 PM,122XX S ELIZABETH ST,1120,DECEPTIVE PRACTICE,FORGERY,STREET,N,N,524,34,10,,,,,
3041,195397,JF129900,08/31/2021 12:00:00 AM,069XX S OAKLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,832,17,11,,,,,
3042,195414,JF169450,02/15/2022 10:53:00 AM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,,,
3043,195427,JF166807,03/04/2022 06:00:00 PM,021XX N DOMINICK ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1811,2,06,,,,,
3044,195468,JF169396,11/18/2021 02:00:00 AM,003XX E SOUTH WATER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,114,42,26,,,,,
3045,195469,JF169496,10/13/2021 10:12:00 AM,055XX N LINCOLN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESTAURANT,N,N,2011,40,11,,,,,
3046,195477,JF116884,12/29/2021 11:54:00 AM,084XX S BAKER AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,424,10,06,,,,,
3047,195507,JF147329,02/13/2022 01:52:00 PM,020XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1223,27,06,,,,,
3048,195598,JF169584,03/04/2022 10:47:00 AM,025XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1135,28,06,,,,,
3049,195639,JF130034,12/01/2021 12:00:00 AM,049XX N WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),N,N,2032,47,11,,,,,
3050,195666,JF166822,03/04/2022 07:35:00 AM,070XX S CHAPPEL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,331,5,11,,,,,
3051,195696,JF169592,12/14/2021 05:00:00 PM,046XX W 63RD ST,0810,THEFT,OVER $500,RESIDENCE,N,N,813,13,06,,,,,
3052,195700,JF165243,03/04/2022 03:05:00 PM,007XX N GREEN ST,0820,THEFT,$500 AND UNDER,SCHOOL - PRIVATE GROUNDS,N,N,1214,27,06,,,,,
3053,195717,JF146304,02/13/2022 06:45:00 PM,009XX N Rush St,0810,THEFT,OVER $500,CTA TRAIN,N,N,1833,42,06,,,,,
3054,195720,JF130363,12/10/2021 02:00:00 PM,001XX W ADAMS ST,0870,THEFT,POCKET-PICKING,HOTEL / MOTEL,N,N,122,42,06,,,,,
3055,195729,JE207956,04/21/2021 01:00:00 PM,021XX W LAKE ST,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,N,N,1223,27,26,,,,,
3056,195790,JF130724,12/25/2021 10:00:00 AM,006XX W 48TH PL,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,935,11,10,,,,,
3057,195797,JF131140,12/30/2021 08:00:00 PM,031XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1411,33,14,,,,,
3058,195830,JF112756,12/24/2021 03:00:00 PM,051XX W 64TH PL,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,813,13,11,,,,,
3059,195844,JE388151,09/26/2021 04:42:00 PM,013XX W HASTINGS ST,0810,THEFT,OVER $500,SIDEWALK,N,N,1233,25,06,,,,,
3060,195867,JF116676,12/23/2021 02:00:00 PM,011XX W GEORGE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1933,44,11,,,,,
3061,195875,JE380361,09/20/2021 06:00:00 AM,0000X W CTA OHARE PLATFORM ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,N,N,1654,41,03,,,,,
3062,195893,JF116436,12/21/2021 03:45:00 PM,029XX W LUNT AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2411,50,06,,,,,
3063,195909,JF130649,12/31/2021 08:00:00 PM,044XX W 16TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1012,24,06,,,,,
3064,195935,JF169566,12/22/2021 12:00:00 PM,026XX W TOUHY AVE,1120,DECEPTIVE PRACTICE,FORGERY,NURSING / RETIREMENT HOME,N,N,2411,50,10,,,,,
3065,195944,JF124397,01/26/2022 12:00:00 AM,075XX N OKETO AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,N,N,1611,41,26,,,,,
3066,195972,JF131040,10/01/2021 08:18:00 PM,005XX E 89TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,632,9,11,,,,,
3067,196016,JF116456,12/23/2021 09:00:00 AM,074XX N CLAREMONT AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,2411,50,10,,,,,
3068,196021,JF117122,12/14/2021 01:00:00 PM,060XX N KILBOURN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1711,39,05,,,,,
3069,196022,JF131202,11/17/2021 12:00:00 AM,025XX W FOSTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2011,40,11,,,,,
3070,196044,JF130842,12/28/2021 11:38:00 PM,018XX W 74TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,CTA STATION,N,N,735,17,08A,,,,,
3071,196084,JF117038,11/18/2021 08:59:00 AM,128XX S PEORIA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,523,34,26,,,,,
3072,196085,JF116534,12/31/2021 01:00:00 PM,004XX W ONTARIO ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,N,N,1831,42,12,,,,,
3073,196086,JF117069,12/20/2021 12:00:00 PM,056XX W 64TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,812,13,11,,,,,
3074,196097,JF116675,12/10/2021 11:30:00 AM,050XX S LAKE SHORE DR SB,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,222,5,06,,,,,
3075,196140,JF169509,12/01/2021 12:00:00 AM,069XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,832,17,14,,,,,
3076,196214,JE489787,12/27/2021 05:57:00 AM,054XX W GRACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1633,38,08B,,,,,
3077,196228,JF116836,12/31/2021 05:02:00 AM,001XX S DEARBORN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,112,42,14,,,,,
3078,196243,JF117071,12/05/2021 12:00:00 AM,042XX S COTTAGE GROVE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,214,4,11,,,,,
3079,196269,JF116804,11/10/2021 12:00:00 AM,064XX S FAIRFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,825,17,11,,,,,
3080,196273,JF116847,12/13/2021 12:00:00 PM,012XX W 115TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,524,34,11,,,,,
3081,196289,JE484154,12/19/2021 05:00:00 AM,056XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,1512,29,14,,,,,
3082,196314,JF130928,08/01/2021 09:00:00 AM,013XX N CICERO AVE,0820,THEFT,$500 AND UNDER,AUTO / BOAT / RV DEALERSHIP,N,N,2533,37,06,,,,,
3083,196318,JF116867,12/23/2021 12:00:00 AM,021XX S CLARK ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,131,3,06,,,,,
3084,196322,JF116565,11/30/2021 07:00:00 AM,023XX W SCHUBERT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1432,32,07,,,,,
3085,196342,JF117484,12/24/2021 09:00:00 AM,0000X E OAK ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,SMALL RETAIL STORE,N,N,1833,42,10,,,,,
3086,196350,JF130086,05/01/2021 03:00:00 PM,028XX N KIMBALL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,N,N,1412,35,11,,,,,
3087,196352,JF117052,11/30/2021 11:00:00 AM,014XX S BLUE ISLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1232,25,05,,,,,
3088,196363,JF117120,12/31/2021 03:35:00 PM,054XX W RACE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1523,37,07,,,,,
3089,196364,JF116981,07/22/2021 12:01:00 AM,077XX S WOOD ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,611,17,11,,,,,
3090,196368,JF149606,12/11/2021 06:00:00 PM,035XX W PIERCE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1422,26,26,,,,,
3091,196376,JF131101,12/18/2021 12:00:00 PM,055XX S NEVA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,811,23,26,,,,,
3092,196411,JF125330,01/26/2022 06:44:00 AM,031XX W 36TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,911,12,06,,,,,
3093,196419,JF163195,03/04/2022 01:13:00 PM,033XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1413,35,06,,,,,
3094,196427,JF116825,12/17/2021 10:00:00 AM,006XX W ARLINGTON PL,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1935,43,05,,,,,
3095,196441,JF130918,07/09/2021 12:00:00 AM,054XX N LINCOLN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,N,N,2011,40,17,,,,,
3096,196449,JF130999,12/21/2021 12:00:00 PM,060XX W LAWRENCE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1622,38,06,,,,,
3097,196465,JF130919,12/24/2021 11:00:00 AM,067XX S CLAREMONT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,832,17,11,,,,,
3098,196470,JF130390,12/06/2021 07:41:00 PM,008XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1231,28,06,,,,,
3099,196495,JF128752,01/26/2022 11:05:00 AM,0000X E Oak st,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1824,42,06,,,,,
3100,196513,JF131126,04/19/2021 09:00:00 AM,087XX W EVELYN LN,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,1614,41,10,,,,,
3101,196539,JF130568,10/11/2021 02:27:00 PM,065XX S KIMBARK AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,321,20,06,,,,,
3102,196575,JF130830,12/30/2021 10:00:00 AM,037XX W CORNELIA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1732,30,06,,,,,
3103,196576,JF130354,12/23/2021 05:20:00 PM,011XX N LAKE SHORE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1824,2,11,,,,,
3104,196590,JF131081,12/04/2021 12:15:00 AM,010XX W CATALPA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2023,48,08B,,,,,
3105,196591,JF130659,10/25/2021 12:00:00 PM,095XX S CONSTANCE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,431,7,11,,,,,
3106,196610,JF131075,12/14/2021 03:00:00 PM,049XX S DREXEL BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,223,4,11,,,,,
3107,196624,JF130469,01/07/2022 04:10:00 PM,070XX S HARPER AVE,0810,THEFT,OVER $500,APARTMENT,N,N,332,5,06,,,,,
3108,196650,JF167908,03/04/2022 12:10:00 PM,111XX S Corliss Ave,0870,THEFT,POCKET-PICKING,GAS STATION,N,N,531,9,06,,,,,
3109,196673,JF149373,10/10/2021 10:00:00 PM,024XX W MADISON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,1222,27,04A,,,,,
3110,196739,JF149279,12/30/2021 09:00:00 AM,002XX N CLARK ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",STREET,N,N,122,42,11,,,,,
3111,196757,JF149663,12/10/2021 09:00:00 PM,022XX N KEELER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,2525,35,26,,,,,
3112,196844,JF149651,12/28/2021 04:00:00 PM,049XX N WASHTENAW AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,2031,40,10,,,,,
3113,196885,JF131877,11/22/2021 08:00:00 AM,011XX S WESTERN AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1225,28,06,,,,,
3114,196907,JF149763,11/17/2021 12:01:00 AM,018XX N MILWAUKEE AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,1434,32,10,,,,,
3115,197022,JF131783,12/21/2021 09:07:00 AM,015XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1822,27,06,,,,,
3116,197036,JF149414,11/12/2021 12:00:00 PM,077XX S MARSHFIELD AVE,0810,THEFT,OVER $500,APARTMENT,N,N,611,17,06,,,,,
3117,197040,JF117023,11/29/2021 12:00:00 AM,022XX N JANSSEN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,1811,2,26,,,,,
3118,197053,JF116441,12/23/2021 12:17:00 AM,037XX W BRYN MAWR AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC BUILDING,N,N,1711,39,26,,,,,
3119,197071,JF116749,12/17/2021 12:00:00 PM,004XX W 80TH ST,0890,THEFT,FROM BUILDING,SCHOOL - PUBLIC BUILDING,N,N,621,17,06,,,,,
3120,197080,JF116437,12/27/2021 10:30:00 AM,058XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2011,40,06,,,,,
3121,197088,JE480806,12/15/2021 05:00:00 PM,053XX W WARWICK AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1634,38,06,,,,,
3122,197090,JF116902,01/09/2022 07:00:00 AM,057XX S CICERO AVE,0890,THEFT,FROM BUILDING,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,N,N,813,23,06,,,,,
3123,197112,JE490552,12/27/2021 05:30:00 PM,019XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1424,2,07,,,,,
3124,197130,JF116838,12/22/2021 02:30:00 PM,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,N,N,1654,41,11,,,,,
3125,197159,JF116979,10/13/2021 09:19:00 AM,055XX S FAIRFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,824,15,08A,,,,,
3126,197196,JF116588,10/01/2021 09:00:00 AM,032XX N SACRAMENTO AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,1733,33,08B,,,,,
3127,197206,JF117022,10/01/2021 10:30:00 PM,071XX W SCHREIBER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1611,41,11,,,,,
3128,197248,JF150258,09/29/2021 12:00:00 AM,044XX W ARMITAGE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,N,N,2522,36,11,,,,,
3129,197258,JF116483,09/13/2021 12:00:00 AM,045XX N ST LOUIS AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESIDENCE,N,N,1723,33,11,,,,,
3130,197267,JF115770,10/22/2021 12:00:00 PM,094XX S JUSTINE ST,1585,SEX OFFENSE,OTHER,GOVERNMENT BUILDING / PROPERTY,N,N,2221,21,17,,,,,
3131,197295,JF146245,02/13/2022 01:00:00 AM,049XX S LECLAIRE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,814,22,06,,,,,
3132,197387,JF125906,01/27/2022 01:13:00 PM,005XX S CLARK ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,N,N,123,4,06,,,,,
3133,197445,JE469304,11/30/2021 07:30:00 PM,001XX W MAPLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1824,27,06,,,,,
3134,197471,JF117799,11/12/2021 11:00:00 PM,045XX N BROADWAY,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,N,N,1913,46,11,,,,,
3135,197501,JF118011,12/30/2021 08:00:00 AM,010XX N MASON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,DRUG STORE,N,N,1511,29,11,,,,,
3136,197512,JE482796,11/09/2021 05:25:00 PM,048XX S LA CROSSE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,814,22,04B,,,,,
3137,197530,JE465718,12/04/2021 12:00:00 AM,019XX W OGDEN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1231,27,04B,,,,,
3138,197572,JF131739,12/01/2021 10:10:00 AM,059XX S MENARD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,812,13,11,,,,,
3139,197585,JF117731,10/22/2021 12:00:00 AM,009XX W ARMITAGE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,N,N,1812,43,11,,,,,
3140,197615,JF117887,12/02/2021 08:00:00 AM,017XX W MAYPOLE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1224,27,07,,,,,
3141,197664,JF165187,03/05/2022 03:45:00 PM,012XX S LAKE SHORE DR E,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,132,4,06,,,,,
3142,197684,JF132050,11/29/2021 01:32:00 PM,056XX S EMERALD AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,711,20,17,,,,,
3143,197693,JF117963,11/05/2021 11:00:00 AM,084XX S KIMBARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,412,8,14,,,,,
3144,197715,JF132017,12/24/2021 04:25:00 PM,035XX W PALMER ST,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,1413,35,06,,,,,
